customer_id,age,total_orders,total_spending,avg_order_value,avg_discount,avg_rating,cluster
C-0094,52,4,17838.2,4459.55,307.70000000000005,4.0,1
C-0095,59,4,6723.71,1680.9275,192.3225,4.75,1
C-0096,37,12,26188.47,2182.3725,237.54416666666665,3.9166666666666665,1
C-0097,34,11,19308.45,1755.3136363636365,154.32272727272726,3.727272727272727,1
C-0099,31,5,5899.25,1179.85,88.35,3.4,1
C-0100,61,7,15131.93,2161.7042857142856,149.01,4.0,1
C-0101,49,6,15271.15,2545.1916666666666,185.64166666666665,2.6666666666666665,1
C-0102,58,3,5130.65,1710.2166666666665,271.45,4.333333333333333,1
C-0103,18,4,10443.8,2610.95,200.54999999999998,3.75,1
C-0104,28,7,15735.11,2247.8728571428574,178.41285714285712,4.857142857142857,1
C-0105,63,7,19872.7,2838.957142857143,387.4714285714286,2.7142857142857144,1
C-0106,25,6,6957.35,1159.5583333333334,137.10833333333332,4.5,1
C-0107,20,3,7038.54,2346.18,251.82000000000002,2.6666666666666665,1
C-0108,27,5,9793.38,1958.676,278.724,3.6,1
C-0109,37,6,8485.439999999999,1414.2399999999998,67.59333333333333,4.5,1
C-0110,31,8,7843.21,980.40125,104.22375000000001,3.25,1
C-0111,40,2,4701.32,2350.66,297.84000000000003,3.0,1
C-0112,65,7,18516.9,2645.2714285714287,174.15714285714284,4.0,1
C-0113,29,8,16449.82,2056.2275,120.39750000000001,4.75,1
C-0114,65,5,6550.32,1310.0639999999999,179.136,4.4,1
C-0115,35,4,4354.35,1088.5875,85.41250000000001,2.5,1
C-0116,20,8,15359.130000000001,1919.8912500000001,100.73375,3.125,1
C-0117,47,2,9697.24,4848.62,599.88,2.5,1
C-0118,32,7,10005.21,1429.3157142857142,133.11285714285714,4.0,1
C-0119,39,11,29340.699999999997,2667.3363636363633,62.3,3.8181818181818183,1
C-0120,40,10,13789.24,1378.924,49.676,3.0,1
C-0121,61,6,3709.35,618.225,53.275000000000006,3.3333333333333335,1
C-0122,25,7,21186.04,3026.577142857143,521.8514285714285,3.142857142857143,1
C-0123,34,5,3611.11,722.222,66.578,3.8,1
C-0124,45,4,6091.15,1522.7875,144.9625,3.0,1
C-0125,56,5,7709.05,1541.81,216.79000000000002,4.2,1
C-0126,54,2,6796.349999999999,3398.1749999999997,423.32500000000005,2.5,1
C-0127,63,7,10547.88,1506.84,191.5885714285714,3.4285714285714284,1
C-0128,52,7,34997.11,4999.587142857143,756.1271428571429,3.857142857142857,0
C-0129,45,3,7582.68,2527.56,337.1066666666666,2.6666666666666665,1
C-0130,38,4,3623.9300000000003,905.9825000000001,135.5175,3.75,1
C-0131,50,12,74978.55,6248.212500000001,871.1208333333333,3.3333333333333335,0
C-0132,43,4,8735.4,2183.85,127.4,4.0,1
C-0133,26,8,20177.760000000002,2522.2200000000003,295.03000000000003,3.125,1
C-0134,61,8,8866.82,1108.3525,105.64750000000001,3.75,1
C-0135,54,4,41750.869999999995,10437.717499999999,510.5325,3.5,0
C-0136,18,5,2805.37,561.074,42.326,2.8,1
C-0137,45,5,7460.08,1492.016,76.184,3.6,1
C-0138,47,7,30001.69,4285.955714285714,126.61571428571428,3.7142857142857144,1
C-0139,50,5,8675.86,1735.172,243.42800000000003,4.2,1
C-0140,36,3,1913.67,637.89,127.44333333333333,4.333333333333333,1
C-0141,23,6,7770.14,1295.0233333333333,203.4766666666667,3.3333333333333335,1
C-0142,30,5,7551.62,1510.324,67.076,3.6,1
C-0143,33,7,14235.050000000001,2033.5785714285716,334.70714285714286,3.4285714285714284,1
C-0144,47,8,24002.48,3000.31,147.565,3.25,1
C-0145,63,6,5204.68,867.4466666666667,64.72,4.333333333333333,1
C-0146,43,9,19005.16,2111.6844444444446,281.20444444444445,2.888888888888889,1
C-0147,24,4,19280.45,4820.1125,202.3875,4.75,1
C-0148,62,9,17006.68,1889.631111111111,221.48,2.6666666666666665,1
C-0149,53,4,5603.5,1400.875,97.375,2.75,1
C-0150,26,2,1349.0,674.5,0.0,2.5,1
C-0151,56,3,3660.33,1220.11,23.89,2.3333333333333335,1
C-0152,64,6,33914.75,5652.458333333333,829.5416666666666,3.1666666666666665,0
C-0153,46,8,8790.9,1098.8625,87.3875,4.125,1
C-0154,34,2,4734.6,2367.3,329.70000000000005,4.5,1
C-0155,49,6,10243.679999999998,1707.2799999999997,158.05333333333334,4.166666666666667,1
C-0156,46,7,23588.26,3369.7514285714283,242.39142857142858,4.571428571428571,1
C-0157,35,7,32409.65,4629.95,439.1928571428571,3.857142857142857,1
C-0158,23,5,51196.3,10239.26,1938.5400000000002,3.6,0
C-0159,42,5,7294.22,1458.844,124.95599999999999,3.2,1
C-0160,22,5,14437.5,2887.5,90.9,3.6,1
C-0161,52,2,2097.0,1048.5,0.0,2.5,1
C-0162,31,12,51739.409999999996,4311.617499999999,468.21583333333336,4.25,0
C-0163,62,5,9850.18,1970.036,298.764,1.6,1
C-0164,48,7,47418.12,6774.017142857143,145.55428571428573,3.4285714285714284,0
C-0165,42,6,7283.55,1213.925,93.40833333333335,3.3333333333333335,1
C-0166,56,6,9949.220000000001,1658.2033333333336,49.129999999999995,4.333333333333333,1
C-0167,35,4,33889.64,8472.41,350.84000000000003,2.75,0
C-0168,42,9,15252.0,1694.6666666666667,215.11111111111111,4.333333333333333,1
C-0169,47,2,2448.23,1224.115,174.88500000000002,3.0,1
C-0170,19,5,5877.6,1175.52,114.47999999999999,4.2,1
C-0171,60,7,11465.03,1637.8614285714286,75.28142857142858,2.857142857142857,1
C-0172,26,3,6540.16,2180.0533333333333,59.28,3.0,1
C-0173,34,6,16737.39,2789.565,42.434999999999995,3.6666666666666665,1
C-0174,47,7,10428.83,1489.8328571428572,151.73857142857145,3.142857142857143,1
C-0175,35,3,3524.25,1174.75,56.583333333333336,3.0,1
C-0176,48,5,12324.380000000001,2464.876,53.124,3.2,1
C-0177,40,5,5905.07,1181.014,227.586,3.6,1
C-0178,19,5,4942.799999999999,988.5599999999998,91.03999999999999,3.2,1
C-0179,57,6,51100.659999999996,8516.776666666667,823.2233333333334,3.6666666666666665,0
C-0180,48,8,12725.66,1590.7075,147.1675,4.5,1
C-0181,31,5,3597.8,719.5600000000001,64.64,3.2,1
C-0182,28,5,7824.47,1564.894,73.90599999999999,4.4,1
C-0183,28,6,7164.15,1194.0249999999999,225.64166666666665,3.8333333333333335,1
C-0184,19,7,10630.0,1518.5714285714287,129.85714285714286,2.5714285714285716,1
C-0185,43,7,18479.68,2639.9542857142856,343.76000000000005,3.5714285714285716,1
C-0186,55,7,44788.97,6398.424285714286,638.4328571428571,4.0,0
C-0187,62,3,9871.4,3290.4666666666667,439.5333333333333,4.0,1
C-0188,54,5,6937.29,1387.458,241.542,4.6,1
C-0189,45,5,10559.7,2111.94,75.85999999999999,3.8,1
C-0190,50,8,18578.41,2322.30125,313.69875,3.125,1
C-0191,44,5,13291.07,2658.214,249.786,4.2,1
C-0192,41,6,7006.21,1167.7016666666666,71.96499999999999,3.5,1
C-0193,45,6,70770.12,11795.019999999999,2678.48,3.1666666666666665,0
C-0194,57,11,42103.54,3827.5945454545454,265.9509090909091,3.3636363636363638,1
C-0195,45,5,6799.629999999999,1359.926,108.674,3.6,1
C-0196,38,7,10596.1,1513.7285714285715,134.84285714285716,4.0,1
C-0197,46,9,25044.33,2782.7033333333334,365.18555555555554,4.111111111111111,1
C-0198,57,5,5724.48,1144.896,154.10399999999998,3.0,1
C-0199,19,6,13792.26,2298.71,199.78999999999996,4.166666666666667,1
C-0200,49,3,4977.459999999999,1659.153333333333,222.84666666666666,4.333333333333333,1
C-0201,39,7,67275.99,9610.855714285715,190.28714285714287,4.428571428571429,0
C-0202,53,10,83045.7,8304.57,1502.0300000000002,3.4,0
C-0203,23,5,5859.3,1171.8600000000001,116.34,3.4,1
C-0204,53,3,32096.4,10698.800000000001,2533.2000000000003,2.6666666666666665,0
C-0205,46,13,24905.05,1915.7730769230768,135.15,3.769230769230769,1
C-0206,32,2,662.12,331.06,17.94,3.0,1
C-0207,60,6,4959.57,826.5949999999999,60.071666666666665,4.333333333333333,1
C-0208,53,5,38816.26,7763.252,660.148,2.8,0
C-0209,65,8,24096.08,3012.01,404.615,3.125,1
C-0210,62,7,11624.1,1660.5857142857144,197.84285714285716,2.857142857142857,1
C-0211,34,7,15593.599999999999,2227.657142857143,156.34285714285716,3.2857142857142856,1
C-0212,38,7,9109.01,1301.287142857143,108.42714285714285,3.7142857142857144,1
C-0213,30,10,34680.79,3468.079,139.321,3.9,1
C-0214,64,3,37634.24,12544.746666666666,1545.92,3.6666666666666665,0
C-0215,36,10,15458.05,1545.8049999999998,106.295,4.2,1
C-0216,32,7,7644.0,1092.0,70.57142857142857,2.5714285714285716,1
C-0217,18,8,30551.05,3818.88125,377.11875000000003,2.75,1
C-0218,35,3,4117.68,1372.5600000000002,158.44,2.0,1
C-0219,36,6,4793.72,798.9533333333334,66.54666666666667,3.5,1
C-0220,24,6,12805.91,2134.318333333333,222.84833333333333,3.0,1
C-0221,48,1,1656.0,1656.0,144.0,4.0,1
C-0222,29,4,3796.2799999999997,949.0699999999999,62.93,3.25,1
C-0223,25,8,23485.0,2935.625,459.5,3.25,1
C-0224,22,7,7386.61,1055.23,82.48428571428572,4.285714285714286,1
C-0225,27,10,13105.02,1310.502,177.998,4.2,1
C-0226,33,2,3233.13,1616.565,132.435,3.5,1
C-0227,56,7,26088.45,3726.921428571429,106.64999999999999,4.571428571428571,1
C-0228,51,7,12608.71,1801.2442857142855,126.47,3.7142857142857144,1
C-0229,37,7,7523.5,1074.7857142857142,116.64285714285714,4.285714285714286,1
C-0230,54,3,2763.2200000000003,921.0733333333334,44.26,3.0,1
C-0231,65,4,4731.1,1182.775,77.975,3.5,1
C-0232,34,3,8863.77,2954.59,443.41,4.333333333333333,1
C-0233,33,7,18726.35,2675.192857142857,364.09285714285716,4.285714285714286,1
C-0234,28,7,6794.47,970.6385714285715,35.79,2.5714285714285716,1
C-0235,62,5,13968.45,2793.69,128.91,2.8,1
C-0236,20,7,25274.63,3610.6614285714286,436.6242857142857,3.4285714285714284,1
C-0237,62,4,9067.6,2266.9,344.35,3.0,1
C-0238,34,9,17712.48,1968.0533333333333,188.50222222222223,3.111111111111111,1
C-0239,45,3,1112.23,370.74333333333334,28.25666666666667,2.6666666666666665,1
C-0240,59,7,25089.9,3584.2714285714287,78.44285714285715,4.142857142857143,1
C-0241,22,5,8554.91,1710.982,267.81800000000004,3.0,1
C-0242,56,5,28174.760000000002,5634.952,533.048,3.4,1
C-0243,46,6,15735.03,2622.505,275.8283333333333,3.5,1
C-0244,62,2,4921.5,2460.75,287.25,4.5,1
C-0245,52,2,948.0,474.0,0.0,4.0,1
C-0246,56,2,860.0,430.0,0.0,2.5,1
C-0247,56,7,8785.93,1255.1328571428571,129.15285714285713,3.7142857142857144,1
C-0248,32,10,54580.51,5458.051,448.049,3.9,0
C-0249,19,5,4862.5,972.5,96.29999999999998,4.0,1
C-0250,20,8,13735.57,1716.94625,141.42875,3.0,1
C-0251,59,7,13329.55,1904.2214285714285,258.20714285714286,4.142857142857143,1
C-0252,55,6,9313.0,1552.1666666666667,71.16666666666667,3.8333333333333335,1
C-0253,48,6,13493.69,2248.9483333333333,245.71833333333333,3.5,1
C-0254,38,5,4431.4,886.28,109.92,4.4,1
C-0255,39,4,5843.5,1460.875,87.375,5.0,1
C-0256,60,3,5513.68,1837.8933333333334,126.44,2.3333333333333335,1
C-0257,47,4,2983.88,745.97,89.78,4.25,1
C-0258,38,8,14375.77,1796.97125,198.40375,4.0,1
C-0259,18,5,14329.89,2865.978,272.02200000000005,4.2,1
C-0260,44,10,15868.9,1586.8899999999999,176.81,3.3,1
C-0261,41,6,8649.88,1441.6466666666665,140.35333333333332,3.3333333333333335,1
C-0262,21,7,17566.78,2509.54,310.46,3.7142857142857144,1
C-0263,26,8,18927.98,2365.9975,226.5025,3.875,1
C-0264,25,5,13019.119999999999,2603.8239999999996,383.976,3.6,1
C-0265,63,3,7989.799999999999,2663.2666666666664,199.73333333333335,2.6666666666666665,1
C-0266,18,5,12532.28,2506.456,431.744,3.2,1
C-0267,32,4,2054.2,513.55,56.699999999999996,2.25,1
C-0268,59,4,3090.4399999999996,772.6099999999999,72.39000000000001,2.75,1
C-0269,50,6,12925.470000000001,2154.2450000000003,369.08833333333337,3.0,1
C-0270,48,8,7378.37,922.29625,86.32875,3.5,1
C-0271,53,6,15881.2,2646.866666666667,132.63333333333335,3.0,1
C-0272,56,8,11586.04,1448.255,150.245,3.875,1
C-0273,35,4,5648.879999999999,1412.2199999999998,186.03,3.75,1
C-0274,35,4,9462.0,2365.5,207.25,3.25,1
C-0275,55,8,10922.85,1365.35625,83.01875,4.375,1
C-0276,46,8,16490.37,2061.29625,49.32875,3.875,1
C-0277,39,7,35558.15,5079.7357142857145,1000.5500000000001,3.2857142857142856,0
C-0278,47,4,41562.619999999995,10390.654999999999,1632.845,4.75,0
C-0279,54,5,6946.83,1389.366,148.834,3.8,1
C-0280,20,7,40434.83,5776.404285714286,257.45285714285717,4.142857142857143,0
C-0281,42,6,9447.47,1574.5783333333331,112.92166666666667,3.8333333333333335,1
C-0282,20,6,3559.1400000000003,593.19,59.31,3.8333333333333335,1
C-0283,39,3,2893.36,964.4533333333334,101.21333333333332,3.3333333333333335,1
C-0284,51,6,25487.42,4247.903333333333,700.0966666666667,3.6666666666666665,1
C-0285,44,7,16483.8,2354.828571428571,135.74285714285716,3.5714285714285716,1
C-0286,48,8,21142.37,2642.79625,349.07875,3.875,1
C-0287,62,9,20882.29,2320.2544444444447,416.74555555555554,3.7777777777777777,1
C-0288,61,2,11191.0,5595.5,899.5,3.0,1
C-0289,58,4,8209.71,2052.4275,377.5725,3.25,1
C-0290,20,7,40921.85,5845.978571428571,365.3071428571429,2.5714285714285716,0
C-0291,58,10,19101.12,1910.1119999999999,207.888,3.5,1
C-0292,65,5,13475.4,2695.08,39.92,3.8,1
C-0293,58,15,31172.8,2078.1866666666665,206.9466666666667,3.8666666666666667,1
C-0294,28,7,15856.33,2265.19,247.38142857142856,3.2857142857142856,1
C-0295,20,13,14656.2,1127.4,107.13846153846154,3.3076923076923075,1
C-0296,40,3,4936.2,1645.3999999999999,19.933333333333334,4.0,1
C-0297,33,7,6834.5,976.3571428571429,122.35714285714286,3.2857142857142856,1
C-0298,61,6,13142.369999999999,2190.395,280.43833333333333,3.6666666666666665,1
C-0299,23,9,23603.52,2622.6133333333332,134.16444444444446,3.0,1
C-0300,61,3,9719.45,3239.816666666667,191.1833333333333,3.3333333333333335,1
C-0301,27,4,4077.57,1019.3925,78.6075,4.0,1
C-0302,47,7,52308.21,7472.601428571428,303.6842857142857,3.4285714285714284,0
C-0303,36,3,5457.58,1819.1933333333334,79.47333333333334,4.666666666666667,1
C-0304,22,6,23111.550000000003,3851.9250000000006,304.575,4.166666666666667,1
C-0305,37,14,24072.17,1719.4407142857142,182.91642857142855,4.428571428571429,1
C-0306,47,3,4020.05,1340.0166666666667,8.316666666666666,1.0,1
C-0307,48,7,16626.95,2375.2785714285715,266.00714285714287,4.285714285714286,1
C-0308,54,11,25508.66,2318.969090909091,160.48545454545453,3.8181818181818183,1
C-0309,62,5,5582.32,1116.464,31.936,3.2,1
C-0310,35,2,3604.4799999999996,1802.2399999999998,245.76,3.0,1
C-0311,56,5,11052.81,2210.562,207.238,4.4,1
C-0312,32,11,20301.579999999998,1845.5981818181817,60.94727272727273,4.2727272727272725,1
C-0313,58,10,13793.34,1379.334,138.86599999999999,3.3,1
C-0314,61,3,4550.15,1516.7166666666665,64.95,2.0,1
C-0315,58,3,14324.35,4774.783333333334,289.8833333333333,5.0,1
C-0316,46,8,11139.97,1392.49625,62.12875,3.5,1
C-0317,64,7,16216.35,2316.6214285714286,377.95,3.4285714285714284,1
C-0318,38,5,13058.66,2611.732,307.06800000000004,3.8,1
C-0319,30,13,78834.34999999999,6064.180769230768,643.9730769230769,3.923076923076923,0
C-0320,51,5,11553.49,2310.698,257.702,2.4,1
C-0321,34,5,42775.98,8555.196,1247.6039999999998,3.4,0
C-0322,25,4,5621.6,1405.4,239.85000000000002,4.0,1
C-0323,32,7,6187.57,883.9385714285714,68.63285714285715,4.428571428571429,1
C-0324,41,5,4212.17,842.434,101.966,3.8,1
C-0325,34,4,4016.72,1004.18,144.57,3.75,1
C-0326,41,3,14439.52,4813.173333333333,850.16,4.0,1
C-0327,42,8,10040.63,1255.07875,71.92125,2.25,1
C-0328,61,11,22845.96,2076.9054545454546,272.18545454545455,3.909090909090909,1
C-0329,57,5,7704.41,1540.882,77.91799999999999,2.6,1
C-0330,32,5,10889.35,2177.87,520.73,4.2,1
C-0331,62,6,24933.56,4155.593333333333,434.4066666666667,3.0,1
C-0332,26,10,12194.74,1219.474,109.226,3.5,1
C-0333,49,8,10405.02,1300.6275,129.2475,3.5,1
C-0334,52,5,18897.010000000002,3779.4020000000005,558.998,2.4,1
C-0335,41,5,8768.3,1753.6599999999999,124.94000000000001,4.0,1
C-0336,55,4,11789.83,2947.4575,463.29249999999996,3.0,1
C-0337,59,5,5325.7,1065.1399999999999,144.26,3.0,1
C-0338,44,7,8318.68,1188.3828571428571,149.1885714285714,4.428571428571429,1
C-0339,31,11,18616.81,1692.4372727272728,133.47181818181818,3.727272727272727,1
C-0340,41,5,9245.54,1849.1080000000002,109.09200000000001,3.2,1
C-0341,59,4,2891.48,722.87,125.63,5.0,1
C-0342,35,9,78129.74,8681.082222222223,1209.3622222222223,3.4444444444444446,0
C-0343,23,9,13118.92,1457.6577777777777,168.56444444444443,4.555555555555555,1
C-0344,19,5,4216.33,843.266,116.93400000000001,3.8,1
C-0345,26,4,5905.549999999999,1476.3874999999998,193.6125,3.0,1
C-0346,53,11,15059.94,1369.0854545454547,192.46,4.0,1
C-0347,32,6,54495.75,9082.625,1507.375,2.6666666666666665,0
C-0348,18,6,4712.96,785.4933333333333,109.50666666666666,3.3333333333333335,1
C-0349,52,11,14990.59,1362.780909090909,72.31,2.8181818181818183,1
C-0350,60,4,20522.84,5130.71,867.79,3.25,0
C-0351,40,4,4795.3,1198.825,99.92500000000001,4.5,1
C-0352,19,4,15340.91,3835.2275,412.5225,3.0,1
C-0353,26,9,16834.0,1870.4444444444443,0.0,4.222222222222222,1
C-0354,25,3,6414.75,2138.25,144.08333333333334,4.0,1
C-0355,46,10,22131.55,2213.1549999999997,225.24499999999998,2.8,1
C-0356,24,6,19049.37,3174.895,598.2716666666666,2.6666666666666665,1
C-0357,57,6,19415.8,3235.9666666666667,179.20000000000002,3.8333333333333335,1
C-0358,47,5,14661.04,2932.208,391.192,1.8,1
C-0359,48,6,24718.449999999997,4119.741666666666,479.0916666666667,2.6666666666666665,1
C-0360,49,7,22589.05,3227.0071428571428,593.85,4.428571428571429,1
C-0361,23,3,4531.25,1510.4166666666667,88.25,4.666666666666667,1
C-0362,22,5,9061.74,1812.348,166.052,3.0,1
C-0363,58,3,6132.7,2044.2333333333333,253.76666666666665,4.666666666666667,1
C-0364,42,5,18787.25,3757.45,470.15,3.8,1
C-0365,47,4,11753.67,2938.4175,259.5825,3.0,1
C-0366,24,10,70949.20999999999,7094.920999999999,790.379,3.1,0
C-0367,64,4,5980.23,1495.0575,166.1925,3.0,1
C-0368,32,7,18168.1,2595.442857142857,202.70000000000002,2.5714285714285716,1
C-0369,43,3,2350.05,783.35,34.31666666666667,4.333333333333333,1
C-0370,45,13,48014.96,3693.4584615384615,561.8492307692308,3.4615384615384617,0
C-0371,27,8,18415.1,2301.8875,290.48749999999995,2.5,1
C-0372,23,3,58085.1,19361.7,19.966666666666665,4.666666666666667,0
C-0373,24,5,23906.199999999997,4781.24,736.56,3.4,1
C-0374,53,5,6299.57,1259.914,187.886,3.8,1
C-0375,53,5,4084.56,816.912,71.888,3.0,1
C-0376,40,5,3809.4300000000003,761.8860000000001,76.914,3.2,1
C-0377,36,2,1594.28,797.14,101.86,4.0,1
C-0378,24,8,33511.12,4188.89,248.61,3.75,1
C-0379,27,5,13228.24,2645.648,32.352,3.4,1
C-0380,24,3,7080.36,2360.12,287.88,2.6666666666666665,1
C-0381,25,8,37802.9,4725.3625,1044.7625,3.625,0
C-0382,45,4,18929.2,4732.3,554.7,3.25,1
C-0383,61,8,33574.13,4196.76625,541.60875,3.25,1
C-0384,56,8,10291.869999999999,1286.4837499999999,124.89125,3.625,1
C-0385,29,9,61116.92,6790.768888888889,851.8977777777777,3.3333333333333335,0
C-0386,40,2,2633.08,1316.54,31.96,4.5,1
C-0387,54,3,6662.76,2220.92,243.74666666666667,3.6666666666666665,1
C-0388,27,5,7765.5,1553.1,90.7,4.4,1
C-0389,65,8,16621.67,2077.70875,139.91625,2.75,1
C-0390,44,5,11166.49,2233.298,234.702,3.0,1
C-0391,41,4,5543.6900000000005,1385.9225000000001,162.5775,4.25,1
C-0392,56,8,53393.509999999995,6674.188749999999,155.06125,3.875,0
C-0393,28,4,7196.8,1799.2,192.3,3.5,1
C-0394,35,6,6980.9,1163.4833333333333,234.6833333333333,2.3333333333333335,1
